S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at 25°C),CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),TDS (mg/L),WQI,Hardness_Category,Unsafe_pH,Unsafe_EC,Unsafe_CO3,Unsafe_HCO3,Unsafe_Cl,Unsafe_F,Unsafe_SO4,Unsafe_NO3,Unsafe_Overall,Water_Safety,Water_Safety_Label
6097,Rajasthan,Bikaner,Binjawari,73.45,28.467,2023,7.54,698.0,0.0,220.0,92.0,0.68,2.0,60.0,300.0,40.0,49.0,29.0,2.0,446.72,104.83999999999999,Very Hard,False,False,False,False,False,False,False,True,True,Unsafe,1
6098,Rajasthan,Bikaner,Garabdesar,74.0125,28.4436,2023,7.54,4420.0,0.0,390.0,1035.0,0.1,125.0,390.0,530.0,84.0,78.0,776.0,9.0,2828.8,193.91333333333333,Very Hard,False,True,False,False,True,False,False,True,True,Unsafe,1
6099,Rajasthan,Bikaner,Gusaina,74.9457,27.9848,2023,8.1,7550.0,0.0,281.0,2250.0,0.3,740.0,5.0,730.0,152.0,85.0,1605.0,6.0,4832.0,271.2,Very Hard,False,True,False,False,True,False,True,False,True,Unsafe,1
6100,Rajasthan,Bikaner,Hariasar,73.811,28.576,2023,8.24,1320.0,0.0,390.0,213.0,10.2,10.0,52.0,90.0,16.0,12.0,268.0,1.0,844.8000000000001,37.14666666666667,Moderately Hard,False,False,False,False,False,True,False,True,True,Unsafe,1
6101,Rajasthan,Bikaner,Kaloo,73.8853,28.3889,2023,7.5,6520.0,0.0,366.0,1879.0,1.4,310.0,37.0,530.0,108.0,63.0,1270.0,13.0,4172.8,200.9,Very Hard,False,True,False,False,True,False,True,False,True,Unsafe,1
6102,Rajasthan,Bikaner,Kasturia,73.488,28.329,2023,8.17,920.0,0.0,302.0,92.0,5.1,30.0,21.0,50.0,8.0,7.0,180.0,2.0,588.8000000000001,22.456666666666667,Soft,False,False,False,False,False,True,False,False,True,Unsafe,1
6103,Rajasthan,Bikaner,Kharbaro,73.408,28.933,2023,7.58,748.0,0.0,244.0,92.0,1.35,29.0,9.0,160.0,36.0,17.0,93.0,9.0,478.72,58.35333333333333,Hard,False,False,False,False,False,False,False,False,False,Safe,0
6104,Rajasthan,Bikaner,Khirera,73.558,28.479,2023,7.04,944.0,0.0,195.0,50.0,0.45,65.0,210.0,300.0,48.0,44.0,79.0,2.0,604.16,105.49333333333334,Very Hard,False,False,False,False,False,False,False,True,True,Unsafe,1
6105,Rajasthan,Bikaner,Lakhansar,73.35,28.87,2023,7.5,5350.0,0.0,232.0,1106.0,0.96,745.0,350.0,800.0,84.0,143.0,915.0,23.0,3424.0,287.0,Very Hard,False,True,False,False,True,False,True,True,True,Unsafe,1
6106,Rajasthan,Bikaner,Loderan,73.9108,28.2811,2023,8.15,2490.0,0.0,512.0,475.0,1.52,140.0,16.0,170.0,24.0,27.0,494.0,5.0,1593.6000000000001,67.68333333333334,Hard,False,True,False,True,True,True,False,False,True,Unsafe,1
6107,Rajasthan,Bikaner,Mahajan,73.833,28.783,2023,8.56,1000.0,48.0,293.0,78.0,1.1,75.0,6.0,70.0,20.0,5.0,211.0,1.0,640.0,29.52,Soft,True,False,False,False,False,False,False,False,True,Unsafe,1
6108,Rajasthan,Bikaner,Malkisar,73.919,28.667,2023,8.29,2450.0,0.0,427.0,376.0,9.1,270.0,90.0,100.0,16.0,15.0,531.0,2.0,1568.0,44.26333333333333,Moderately Hard,False,True,False,False,True,True,True,True,True,Unsafe,1
6109,Rajasthan,Bikaner,Manaria,73.772,28.758,2023,7.89,1520.0,0.0,561.0,170.0,0.25,80.0,36.0,490.0,60.0,83.0,113.0,60.0,972.8000000000001,171.03,Very Hard,False,True,False,True,False,False,False,False,True,Unsafe,1
6110,Rajasthan,Bikaner,Raner,73.288,28.885,2023,7.49,4250.0,0.0,317.0,978.0,0.36,370.0,90.0,580.0,52.0,109.0,696.0,8.0,2720.0,209.99666666666667,Very Hard,False,True,False,False,True,False,True,True,True,Unsafe,1
6111,Rajasthan,Bikaner,Sahjasar,73.7594,28.3453,2023,7.74,8830.0,0.0,403.0,2482.0,1.45,720.0,22.0,1100.0,68.0,226.0,1613.0,8.0,5651.2,398.68,Very Hard,False,True,False,False,True,False,True,False,True,Unsafe,1
6112,Rajasthan,Bikaner,Sangrew,73.8833,28.7,2023,8.4,2080.0,48.0,415.0,269.0,6.5,180.0,42.0,120.0,12.0,22.0,425.0,2.0,1331.2,49.73333333333333,Moderately Hard,False,True,False,False,True,True,False,False,True,Unsafe,1
6113,Rajasthan,Bikaner,Nokha,73.4672,27.5525,2023,7.5,6120.0,0.0,281.0,1312.0,1.01,980.0,26.0,1550.0,364.0,156.0,731.0,7.0,3916.8,539.5666666666667,Very Hard,False,True,False,False,True,False,True,False,True,Unsafe,1
6114,Rajasthan,Bikaner,Panchoo,73.2122,27.5122,2023,7.78,2110.0,0.0,439.0,404.0,0.42,65.0,110.0,370.0,64.0,51.0,329.0,4.0,1350.4,132.96,Very Hard,False,True,False,False,True,False,False,True,True,Unsafe,1
6115,Rajasthan,Bundi,Delunda,75.867,25.471,2023,7.87,960.0,0.0,439.0,43.0,3.15,32.0,22.0,110.0,16.0,17.0,170.0,1.0,614.4,42.49,Moderately Hard,False,False,False,False,False,True,False,False,True,Unsafe,1
6116,Rajasthan,Bundi,Satur,75.515,25.437,2023,7.55,1540.0,0.0,281.0,149.0,1.2,218.0,129.0,340.0,72.0,39.0,148.0,90.0,985.6,120.98333333333333,Very Hard,False,True,False,False,False,False,True,True,True,Unsafe,1
6117,Rajasthan,Bundi,Dahi Khera,76.167,25.517,2023,7.84,2450.0,0.0,793.0,369.0,0.72,118.0,2.0,820.0,16.0,190.0,218.0,2.0,1568.0,284.11333333333334,Very Hard,False,True,False,True,True,False,False,False,True,Unsafe,1
6118,Rajasthan,Bundi,Gaindoli,75.996,25.542,2023,7.65,820.0,0.0,281.0,85.0,0.98,60.0,4.0,250.0,36.0,39.0,77.0,2.0,524.8,88.61666666666667,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
6119,Rajasthan,Bundi,Kapren,76.074,25.391,2023,7.8,3220.0,0.0,586.0,737.0,0.74,195.0,2.0,360.0,28.0,71.0,625.0,8.0,2060.8,133.33333333333334,Very Hard,False,True,False,True,True,False,False,False,True,Unsafe,1
6120,Rajasthan,Bundi,Keshoraipatan,75.931,25.319,2023,7.71,2780.0,0.0,464.0,397.0,1.64,462.0,1.0,500.0,16.0,112.0,427.0,1.0,1779.2,178.50333333333333,Very Hard,False,True,False,False,True,True,True,False,True,Unsafe,1
6121,Rajasthan,Bundi,Lakheri,76.183,25.667,2023,7.87,2610.0,0.0,281.0,383.0,1.18,542.0,3.0,390.0,44.0,68.0,436.0,3.0,1670.4,141.32333333333335,Very Hard,False,True,False,False,True,False,True,False,True,Unsafe,1
6122,Rajasthan,Bundi,Maija,75.888,25.408,2023,8.12,1200.0,0.0,549.0,113.0,1.82,36.0,1.0,240.0,20.0,46.0,190.0,1.0,768.0,86.70666666666666,Hard,False,False,False,True,False,True,False,False,True,Unsafe,1
6123,Rajasthan,Bundi,Ballop,75.75,25.267,2023,7.46,940.0,0.0,232.0,71.0,1.22,157.0,16.0,280.0,36.0,46.0,87.0,3.0,601.6,98.95333333333333,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
6124,Rajasthan,Chittaurgarh,Purohitokasavat,74.52,24.94,2023,7.13,1360.0,0.0,451.0,156.0,1.96,81.0,1.0,370.0,44.0,63.0,135.0,14.0,870.4,130.24333333333334,Very Hard,False,False,False,False,False,True,False,False,True,Unsafe,1
6125,Rajasthan,Chittaurgarh,Mungana,74.27,24.88,2023,7.4,3300.0,0.0,427.0,262.0,1.96,480.0,525.0,590.0,80.0,95.0,477.0,20.0,2112.0,210.13333333333333,Very Hard,False,True,False,False,True,True,True,True,True,Unsafe,1
6126,Rajasthan,Chittaurgarh,Mahuda,74.354,24.357,2023,7.84,590.0,0.0,293.0,35.0,1.5,1.0,10.0,140.0,24.0,19.0,75.0,1.0,377.6,51.24666666666667,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
6127,Rajasthan,Chittaurgarh,Dugar,74.8333,25.1083,2023,7.25,1240.0,0.0,378.0,99.0,0.15,110.0,68.0,480.0,120.0,44.0,48.0,29.0,793.6,166.54999999999998,Very Hard,False,False,False,False,False,False,False,True,True,Unsafe,1
6128,Rajasthan,Chittaurgarh,Bansen,74.45,24.727,2023,7.15,1220.0,0.0,317.0,113.0,0.31,127.0,70.0,470.0,112.0,46.0,63.0,4.0,780.8000000000001,163.11666666666667,Very Hard,False,False,False,False,False,False,False,True,True,Unsafe,1
6129,Rajasthan,Churu,Bamboo,74.117,27.733,2023,7.02,3120.0,0.0,134.0,978.0,0.3,65.0,10.0,550.0,152.0,41.0,464.0,7.0,1996.8,196.07333333333335,Very Hard,False,True,False,False,True,False,False,False,True,Unsafe,1
6130,Rajasthan,Churu,Bidasar,74.283,27.839,2023,7.58,3860.0,0.0,464.0,752.0,0.55,190.0,380.0,1090.0,132.0,185.0,392.0,7.0,2470.4,378.7266666666667,Very Hard,False,True,False,False,True,False,False,True,True,Unsafe,1
6131,Rajasthan,Churu,Churu,74.9275,28.2955,2023,7.35,3200.0,0.0,500.0,666.0,0.65,174.0,234.0,860.0,84.0,158.0,392.0,9.0,2048.0,299.78333333333336,Very Hard,False,True,False,False,True,False,False,True,True,Unsafe,1
6132,Rajasthan,Churu,Dudwa Khara,75.079,28.471,2023,7.47,1920.0,0.0,293.0,369.0,1.27,200.0,17.0,250.0,40.0,36.0,337.0,4.0,1228.8,92.22333333333334,Hard,False,True,False,False,True,False,False,False,True,Unsafe,1
6133,Rajasthan,Churu,Gajsar,74.94,28.31,2023,7.92,3740.0,0.0,854.0,567.0,0.7,344.0,135.0,660.0,64.0,122.0,600.0,5.0,2393.6,235.10666666666668,Very Hard,False,True,False,True,True,False,True,True,True,Unsafe,1
6134,Rajasthan,Churu,Jawanipur,75.04,28.52,2023,7.78,13000.0,0.0,842.0,2978.0,2.16,952.0,1000.0,820.0,72.0,156.0,2700.0,4.0,8320.0,319.26,Very Hard,False,True,False,True,True,True,True,True,True,Unsafe,1
6135,Rajasthan,Churu,Kheriya,74.87,28.3,2023,7.0,12000.0,0.0,244.0,2942.0,0.9,1932.0,21.0,2240.0,264.0,384.0,1900.0,11.0,7680.0,789.0,Very Hard,False,True,False,False,True,False,True,False,True,Unsafe,1
6136,Rajasthan,Churu,Rajpura,75.14,28.53,2023,7.07,136.0,0.0,61.0,7.0,0.04,3.0,4.0,60.0,16.0,5.0,2.0,2.0,87.04,22.810000000000002,Soft,False,False,False,False,False,False,False,False,False,Safe,0
6137,Rajasthan,Churu,Rampura,74.863,28.467,2023,6.86,320.0,0.0,85.0,57.0,0.03,12.0,2.0,120.0,28.0,12.0,18.0,5.0,204.8,43.35333333333333,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
6138,Rajasthan,Churu,Shyampura,74.89,28.27,2023,7.66,5300.0,0.0,805.0,1078.0,1.78,498.0,50.0,480.0,48.0,88.0,1040.0,3.0,3392.0,180.22,Very Hard,False,True,False,True,True,True,True,True,True,Unsafe,1
6139,Rajasthan,Churu,Sirsala,75.131,28.433,2023,7.66,3000.0,0.0,281.0,525.0,0.26,115.0,525.0,750.0,80.0,134.0,350.0,3.0,1920.0,262.55333333333334,Very Hard,False,True,False,False,True,False,False,True,True,Unsafe,1
6140,Rajasthan,Churu,Sirsali,75.13,28.46,2023,7.68,27000.0,0.0,439.0,9075.0,1.55,1514.0,26.0,2800.0,220.0,547.0,5500.0,6.0,17280.0,1025.8933333333332,Very Hard,False,True,False,False,True,True,True,False,True,Unsafe,1
6141,Rajasthan,Churu,Chandgothi,75.5,28.42,2023,7.5,3050.0,0.0,415.0,723.0,1.12,178.0,40.0,380.0,60.0,56.0,550.0,4.0,1952.0,139.33333333333334,Very Hard,False,True,False,False,True,False,False,False,True,Unsafe,1
6142,Rajasthan,Churu,Dadrewa,75.233,28.669,2023,7.29,800.0,0.0,305.0,71.0,1.7,26.0,31.0,280.0,40.0,44.0,42.0,29.0,512.0,98.43,Hard,False,False,False,False,False,True,False,False,True,Unsafe,1
6143,Rajasthan,Churu,Gagor,75.34,28.6,2023,7.53,21000.0,0.0,317.0,6700.0,1.58,1212.0,48.0,3400.0,344.0,618.0,3500.0,7.0,13440.0,1205.8433333333335,Very Hard,False,True,False,False,True,True,True,True,True,Unsafe,1
6144,Rajasthan,Churu,Jaswantpura,75.45,28.44,2023,8.06,5200.0,0.0,561.0,978.0,1.68,564.0,15.0,420.0,28.0,85.0,930.0,3.0,3328.0,160.02,Very Hard,False,True,False,True,True,True,True,False,True,Unsafe,1
6145,Rajasthan,Churu,Lambor Chhoti,75.41,28.59,2023,7.93,6500.0,0.0,952.0,1432.0,3.35,346.0,325.0,820.0,56.0,165.0,1200.0,3.0,4160.0,297.6433333333334,Very Hard,False,True,False,True,True,True,True,True,True,Unsafe,1
6146,Rajasthan,Churu,Ludi Jhandar,75.43,28.66,2023,7.65,6800.0,0.0,744.0,1319.0,2.0,394.0,550.0,720.0,56.0,141.0,1200.0,1.0,4352.0,265.21666666666664,Very Hard,False,True,False,True,True,True,True,True,True,Unsafe,1
6147,Rajasthan,Churu,Neema,75.4722,28.4667,2023,8.17,4000.0,0.0,927.0,666.0,3.17,230.0,234.0,180.0,20.0,32.0,900.0,2.0,2560.0,76.05666666666667,Hard,False,True,False,True,True,True,True,True,True,Unsafe,1
6148,Rajasthan,Churu,Rajgarh1,75.375,28.633,2023,7.9,3400.0,0.0,756.0,397.0,10.0,78.0,618.0,480.0,32.0,97.0,600.0,2.0,2176.0,173.96666666666667,Very Hard,False,True,False,True,True,True,False,True,True,Unsafe,1
6149,Rajasthan,Churu,Rebari Bas,75.48,28.49,2023,8.35,6380.0,0.0,415.0,553.0,2.25,1650.0,500.0,480.0,32.0,97.0,1300.0,3.0,4083.2000000000003,184.04999999999998,Very Hard,False,True,False,False,True,True,True,True,True,Unsafe,1
6150,Rajasthan,Churu,Parihara,74.5619,27.9244,2023,7.83,18500.0,0.0,561.0,4560.0,1.4,4050.0,300.0,1050.0,88.0,202.0,4745.0,10.0,11840.0,414.27666666666664,Very Hard,False,True,False,True,True,False,True,True,True,Unsafe,1
6151,Rajasthan,Churu,Ratangarh,74.617,28.083,2023,7.73,3280.0,0.0,329.0,652.0,1.25,135.0,390.0,390.0,72.0,51.0,570.0,17.0,2099.2,143.51,Very Hard,False,True,False,False,True,False,False,True,True,Unsafe,1
6152,Rajasthan,Churu,Tidiyasar,74.754,28.066,2023,7.72,8250.0,0.0,256.0,2304.0,0.1,702.0,180.0,1600.0,208.0,263.0,1255.0,8.0,5280.0,563.4066666666666,Very Hard,False,True,False,False,True,False,True,True,True,Unsafe,1
6153,Rajasthan,Churu,Almorsar,74.55,28.37,2023,7.82,2500.0,0.0,683.0,305.0,0.6,170.0,145.0,280.0,28.0,51.0,460.0,5.0,1600.0,104.27333333333333,Hard,False,True,False,True,True,False,False,True,True,Unsafe,1
6154,Rajasthan,Churu,Aspalsar,74.5044,28.5769,2023,7.06,488.0,0.0,122.0,64.0,0.25,240.0,31.0,160.0,36.0,17.0,140.0,3.0,312.32,57.31333333333333,Hard,False,False,False,False,False,False,True,False,True,Unsafe,1
6155,Rajasthan,Churu,Beekamsara,74.42,28.45,2023,7.61,2450.0,0.0,354.0,482.0,0.6,155.0,115.0,460.0,88.0,58.0,350.0,5.0,1568.0,164.03666666666666,Very Hard,False,True,False,False,True,False,False,True,True,Unsafe,1
6156,Rajasthan,Churu,Hariyasar Gharsotan,74.49,28.46,2023,7.14,350.0,0.0,122.0,35.0,0.82,38.0,6.0,160.0,40.0,15.0,16.0,3.0,224.0,56.879999999999995,Hard,False,False,False,False,False,False,False,False,False,Safe,0
6157,Rajasthan,Churu,Jeevan Desar,74.53,28.4,2023,7.8,2380.0,0.0,586.0,397.0,3.0,50.0,145.0,130.0,16.0,22.0,500.0,2.0,1523.2,53.86666666666667,Moderately Hard,False,True,False,True,True,True,False,True,True,Unsafe,1
6158,Rajasthan,Churu,Mehrasar,74.5375,28.3572,2023,7.7,4025.0,0.0,549.0,794.0,2.0,353.0,150.0,360.0,40.0,63.0,780.0,8.0,2576.0,135.98333333333332,Very Hard,False,True,False,True,True,True,True,True,True,Unsafe,1
6159,Rajasthan,Churu,Ranasar Beekan,74.54,28.32,2023,7.55,2000.0,0.0,500.0,227.0,2.22,79.0,350.0,70.0,12.0,10.0,473.0,3.0,1280.0,32.516666666666666,Soft,False,True,False,False,False,True,False,True,True,Unsafe,1
6160,Rajasthan,Churu,Sajansar,74.51,28.37,2023,7.84,2350.0,0.0,671.0,362.0,2.46,146.0,28.0,110.0,24.0,12.0,520.0,2.0,1504.0,47.11333333333334,Moderately Hard,False,True,False,True,True,True,False,False,True,Unsafe,1
6161,Rajasthan,Churu,Udsar Lodera,74.54,28.42,2023,7.7,2470.0,0.0,488.0,503.0,1.16,101.0,20.0,340.0,52.0,51.0,410.0,4.0,1580.8,124.13333333333333,Very Hard,False,True,False,False,True,False,False,False,True,Unsafe,1
6162,Rajasthan,Churu,Melusar,74.738,28.504,2023,8.01,8920.0,0.0,549.0,2269.0,2.27,733.0,454.0,760.0,64.0,146.0,1850.0,5.0,5708.8,285.7366666666667,Very Hard,False,True,False,True,True,True,True,True,True,Unsafe,1
6163,Rajasthan,Churu,Mittasar,74.384,28.417,2023,7.9,1260.0,0.0,403.0,163.0,1.37,79.0,10.0,100.0,12.0,17.0,253.0,4.0,806.4,40.166666666666664,Moderately Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
6164,Rajasthan,Churu,Sadasar,74.35,28.7,2023,7.1,310.0,0.0,134.0,28.0,0.5,8.0,5.0,130.0,40.0,7.0,14.0,3.0,198.4,46.73333333333333,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
6165,Rajasthan,Churu,Sardarshahar,74.486,28.439,2023,7.98,3000.0,0.0,805.0,362.0,10.3,231.0,170.0,160.0,20.0,27.0,650.0,3.0,1920.0,65.99333333333334,Hard,False,True,False,True,True,True,True,True,True,Unsafe,1
6166,Rajasthan,Churu,Guleriya,74.419,27.738,2023,7.08,1850.0,0.0,388.0,370.0,1.19,30.0,60.0,340.0,96.0,24.0,255.0,25.0,1184.0,121.86,Very Hard,False,True,False,False,True,False,False,True,True,Unsafe,1
6167,Rajasthan,Churu,Sujangarh,74.4808,27.7069,2023,7.96,10330.0,0.0,1086.0,2411.0,17.1,202.0,720.0,450.0,44.0,83.0,2158.0,11.0,6611.2,187.08666666666667,Very Hard,False,True,False,True,True,True,True,True,True,Unsafe,1
6168,Rajasthan,Churu,Rattanpura,75.2581,28.5347,2023,7.55,23800.0,0.0,305.0,7374.0,1.4,1397.0,28.0,4950.0,980.0,608.0,3300.0,8.0,15232.0,1731.8500000000001,Very Hard,False,True,False,False,True,False,True,False,True,Unsafe,1
6169,Rajasthan,Churu,Shawa,74.842,28.875,2023,7.48,6400.0,0.0,537.0,978.0,4.0,473.0,1180.0,1320.0,168.0,219.0,800.0,170.0,4096.0,463.82666666666665,Very Hard,False,True,False,True,True,True,True,True,True,Unsafe,1
6170,Rajasthan,Churu,Taranagar,75.0342,28.6879,2023,6.97,27200.0,0.0,195.0,9050.0,3.45,2332.0,56.0,6400.0,800.0,1070.0,4140.0,15.0,17408.0,2226.3233333333333,Very Hard,False,True,False,False,True,True,True,True,True,Unsafe,1
6171,Rajasthan,Dausa,Bandikui,76.5683,27.0397,2023,7.69,2500.0,0.0,390.0,453.0,0.09,156.0,165.0,640.0,96.0,97.0,282.0,4.0,1600.0,224.23000000000002,Very Hard,False,True,False,False,True,False,False,True,True,Unsafe,1
6172,Rajasthan,Dausa,Bapi,76.292,26.975,2023,7.79,5450.0,0.0,488.0,1460.0,1.73,229.0,28.0,1040.0,104.0,189.0,771.0,10.0,3488.0,367.43,Very Hard,False,True,False,False,True,True,True,False,True,Unsafe,1
6173,Rajasthan,Dausa,Dausa1,76.326,26.898,2023,8.25,3020.0,0.0,647.0,390.0,1.33,352.0,73.0,230.0,40.0,32.0,588.0,5.0,1932.8,89.48333333333333,Hard,False,True,False,True,True,False,True,True,True,Unsafe,1
6174,Rajasthan,Dausa,Jasuta Hs 1,76.3222,26.9678,2023,7.67,5700.0,0.0,671.0,922.0,0.1,947.0,16.0,1400.0,120.0,267.0,677.0,9.0,3648.0,488.22333333333336,Very Hard,False,True,False,True,True,False,True,False,True,Unsafe,1
6175,Rajasthan,Dausa,Jasuta Hs 2,76.3267,26.9667,2023,7.14,10410.0,0.0,732.0,2410.0,0.57,537.0,794.0,1950.0,400.0,231.0,1480.0,67.0,6662.400000000001,687.0799999999999,Very Hard,False,True,False,True,True,False,True,True,True,Unsafe,1
6176,Rajasthan,Dausa,Jasuta Hs 3,76.3256,26.9617,2023,7.97,2680.0,0.0,732.0,241.0,3.59,369.0,6.0,330.0,40.0,56.0,459.0,10.0,1715.2,121.58999999999999,Very Hard,False,True,False,True,False,True,True,False,True,Unsafe,1
6177,Rajasthan,Dausa,Jasuta Hs 4,76.3217,26.9583,2023,7.95,4510.0,0.0,549.0,851.0,1.07,569.0,10.0,440.0,88.0,53.0,792.0,74.0,2886.4,164.35,Very Hard,False,True,False,True,True,False,True,False,True,Unsafe,1
6178,Rajasthan,Dausa,Lawan1,76.217,26.783,2023,7.77,469.0,0.0,159.0,71.0,0.35,25.0,1.0,160.0,44.0,12.0,45.0,4.0,300.16,57.48666666666667,Hard,False,False,False,False,False,False,False,False,False,Safe,0
6179,Rajasthan,Dausa,Khedla,76.9817,26.9114,2023,7.91,940.0,0.0,207.0,71.0,1.11,38.0,196.0,260.0,24.0,49.0,92.0,9.0,601.6,92.43666666666667,Hard,False,False,False,False,False,False,False,True,True,Unsafe,1
6180,Rajasthan,Dausa,Higetawari Dhani,77.033,26.9,2023,8.05,4420.0,0.0,598.0,765.0,1.31,602.0,11.0,270.0,40.0,41.0,892.0,2.0,2828.8,107.41666666666667,Hard,False,True,False,True,True,False,True,False,True,Unsafe,1
6181,Rajasthan,Dhaulpur,Bari1,77.6106,26.6453,2023,7.74,1095.0,0.0,232.0,85.0,0.32,222.0,4.0,290.0,40.0,46.0,118.0,1.0,700.8000000000001,102.89666666666666,Hard,False,False,False,False,False,False,True,False,True,Unsafe,1
6182,Rajasthan,Dhaulpur,Angai,77.473,26.605,2023,7.66,1145.0,0.0,366.0,134.0,0.01,53.0,35.0,285.0,44.0,42.0,98.0,59.0,732.8000000000001,101.37,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
6183,Rajasthan,Dhaulpur,Aathmeel,77.802,26.648,2023,7.73,790.0,0.0,244.0,99.0,0.7,34.0,20.0,210.0,36.0,29.0,84.0,3.0,505.6,75.21,Hard,False,False,False,False,False,False,False,False,False,Safe,0
6184,Rajasthan,Dhaulpur,Kanthri,77.7167,26.8583,2023,7.91,880.0,0.0,281.0,71.0,0.36,82.0,25.0,285.0,40.0,45.0,69.0,4.0,563.2,100.57,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
6185,Rajasthan,Dhaulpur,Rajakhera,78.1706,26.9031,2023,7.79,2530.0,0.0,366.0,470.0,0.66,286.0,3.0,360.0,40.0,63.0,414.0,5.0,1619.2,131.03,Very Hard,False,True,False,False,True,False,True,False,True,Unsafe,1
6186,Rajasthan,Dhaulpur,Saipau,77.746,26.822,2023,8.04,1400.0,0.0,488.0,106.0,2.82,115.0,28.0,170.0,24.0,27.0,244.0,1.0,896.0,64.01333333333334,Hard,False,False,False,False,False,True,False,False,True,Unsafe,1
6187,Rajasthan,Dungarpur,Ramgarh2,73.967,23.925,2023,7.78,1070.0,0.0,317.0,99.0,2.32,110.0,16.0,360.0,48.0,58.0,80.0,2.0,684.8000000000001,126.16000000000001,Very Hard,False,False,False,False,False,True,False,False,True,Unsafe,1
6188,Rajasthan,Dungarpur,Naval Shyam,73.574,23.842,2023,7.48,1100.0,0.0,281.0,163.0,0.56,82.0,2.0,180.0,28.0,27.0,150.0,34.0,704.0,66.16,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
6189,Rajasthan,Dungarpur,Nayadera,73.683,23.833,2023,7.32,1610.0,0.0,268.0,248.0,0.6,198.0,26.0,320.0,60.0,41.0,220.0,3.0,1030.4,114.47333333333334,Very Hard,False,True,False,False,False,False,False,False,True,Unsafe,1
6190,Rajasthan,Dungarpur,Kua,73.913,23.467,2023,7.25,926.0,0.0,220.0,78.0,0.43,150.0,17.0,220.0,32.0,34.0,110.0,3.0,592.64,78.83666666666666,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
6191,Rajasthan,Ganganagar,Anupgarh1,73.219,29.191,2023,7.55,2720.0,0.0,329.0,454.0,0.44,390.0,275.0,610.0,124.0,73.0,410.0,30.0,1740.8,214.91666666666666,Very Hard,False,True,False,False,True,False,True,True,True,Unsafe,1
6192,Rajasthan,Ganganagar,Khal,73.367,29.083,2023,7.7,1100.0,0.0,244.0,85.0,2.25,150.0,110.0,370.0,64.0,51.0,92.0,8.0,704.0,129.56666666666666,Very Hard,False,False,False,False,False,True,False,True,True,Unsafe,1
6193,Rajasthan,Ganganagar,Ganganagar,73.8517,29.9087,2023,7.89,3390.0,0.0,525.0,432.0,0.95,500.0,270.0,680.0,76.0,119.0,490.0,33.0,2169.6,240.59666666666666,Very Hard,False,True,False,True,True,False,True,True,True,Unsafe,1
6194,Rajasthan,Ganganagar,Gharsana,73.0778,29.0251,2023,7.55,528.0,0.0,220.0,57.0,0.4,2.0,5.0,220.0,48.0,24.0,20.0,5.0,337.92,77.61,Hard,False,False,False,False,False,False,False,False,False,Safe,0
6195,Rajasthan,Ganganagar,Karanpur1,73.45,29.817,2023,7.59,1180.0,0.0,256.0,121.0,0.75,250.0,17.0,470.0,84.0,63.0,76.0,10.0,755.2,163.13,Very Hard,False,False,False,False,False,False,True,False,True,Unsafe,1
6196,Rajasthan,Ganganagar,Rupnagar,73.4411,29.7958,2023,6.68,8450.0,0.0,260.0,2600.0,1.1,780.0,1.0,2620.0,680.0,224.0,950.0,34.0,5408.0,903.7266666666666,Very Hard,False,True,False,False,True,False,True,False,True,Unsafe,1
6197,Rajasthan,Ganganagar,Raisinghnagar,73.45,29.542,2023,7.7,2190.0,0.0,464.0,269.0,1.0,150.0,180.0,670.0,84.0,112.0,166.0,23.0,1401.6000000000001,233.20000000000002,Very Hard,False,True,False,False,True,False,False,True,True,Unsafe,1
6198,Rajasthan,Ganganagar,Ganeshgarh,73.9,29.746,2023,7.71,426.0,0.0,232.0,21.0,0.5,20.0,3.0,200.0,40.0,24.0,20.0,6.0,272.64,70.65666666666667,Hard,False,False,False,False,False,False,False,False,False,Safe,0
6199,Rajasthan,Ganganagar,Suranwali,73.917,29.696,2023,7.71,797.0,0.0,183.0,160.0,1.65,10.0,3.0,330.0,88.0,27.0,30.0,6.0,510.08,115.22666666666667,Very Hard,False,False,False,False,False,True,False,False,True,Unsafe,1
6200,Rajasthan,Ganganagar,Birdhwal1,73.919,29.117,2023,8.04,5550.0,0.0,708.0,1319.0,18.2,360.0,34.0,190.0,36.0,24.0,1250.0,5.0,3552.0,84.51333333333334,Hard,False,True,False,True,True,True,True,False,True,Unsafe,1
6201,Rajasthan,Ganganagar,Piperan,73.9,29.248,2023,8.02,1940.0,0.0,720.0,163.0,11.9,220.0,120.0,370.0,24.0,75.0,368.0,8.0,1241.6000000000001,132.47333333333333,Very Hard,False,True,False,True,False,True,True,True,True,Unsafe,1
